<!DOCTYPE html>,GoalWeek,season_x
</li>,3,2024_25
</ul>,3,2024_25
</nav>,3,2024_25
"<div class=""d-flex flex-column flex-lg-row width-full flex-justify-end flex-lg-items-center text-center mt-3 mt-lg-0 text-lg-left ml-lg-3"">",3,2024_25
"<qbsearch-input class=""search-input"" data-scope=""repo:vaastav/Fantasy-Premier-League"" data-custom-scopes-path=""/search/custom_scopes"" data-delete-custom-scopes-csrf=""olyU-murjNYM5RdRATmzlOWxmM56zDj8VgPVYdBwM1S13RXnFVEUFPjfJ7hUPsRv1TwtmwtQi0_etPECrGSXsQ"" data-max-custom-scopes=""10"" data-header-redesign-enabled=""false"" data-initial-value="""" data-blackbird-suggestions-path=""/search/suggestions"" data-jump-to-suggestions-path=""/_graphql/GetSuggestedNavigationDestinations"" data-current-repository=""vaastav/Fantasy-Premier-League"" data-current-org="""" data-current-owner=""vaastav"" data-logged-in=""false"" data-copilot-chat-enabled=""false"" data-nl-search-enabled=""false"" data-retain-scroll-position=""true"">",3,2024_25
<div,3,2024_25
"class=""search-input-container search-with-dialog position-relative d-flex flex-row flex-items-center mr-4 rounded""",3,2024_25
"data-action=""click:qbsearch-input#searchInputContainerClicked""",3,2024_25
>,3,2024_25
<button,3,2024_25
"type=""button""",3,2024_25
"class=""header-search-button placeholder  input-button form-control d-flex flex-1 flex-self-stretch flex-items-center no-wrap width-full py-0 pl-2 pr-0 text-left border-0 box-shadow-none""",3,2024_25
"data-target=""qbsearch-input.inputButton""",3,2024_25
"aria-label=""Search or jump to…""",3,2024_25
"aria-haspopup=""dialog""",3,2024_25
"placeholder=""Search or jump to...""",3,2024_25
"data-hotkey=s,/",3,2024_25
"autocapitalize=""off""",3,2024_25
"data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;,&quot;action&quot;:&quot;searchbar&quot;,&quot;context&quot;:&quot;global&quot;,&quot;tag&quot;:&quot;input&quot;,&quot;label&quot;:&quot;searchbar_input_global_navbar&quot;}""",3,2024_25
"data-action=""click:qbsearch-input#handleExpand""",3,2024_25
>,3,2024_25
"<div class=""mr-2 color-fg-muted"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-search"">",3,2024_25
"<path d=""M10.68 11.74a6 6 0 0 1-7.922-8.982 6 6 0 0 1 8.982 7.922l3.04 3.04a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215ZM11.5 7a4.499 4.499 0 1 0-8.997 0A4.499 4.499 0 0 0 11.5 7Z""></path>",3,2024_25
</svg>,3,2024_25
</div>,3,2024_25
"<span class=""flex-1"" data-target=""qbsearch-input.inputButtonText"">Search or jump to...</span>",3,2024_25
"<div class=""d-flex"" data-target=""qbsearch-input.hotkeyIndicator"">",3,2024_25
"<svg xmlns=""http://www.w3.org/2000/svg"" width=""22"" height=""20"" aria-hidden=""true"" class=""mr-1""><path fill=""none"" stroke=""#979A9C"" opacity="".4"" d=""M3.5.5h12c1.7 0 3 1.3 3 3v13c0 1.7-1.3 3-3 3h-12c-1.7 0-3-1.3-3-3v-13c0-1.7 1.3-3 3-3z""></path><path fill=""#979A9C"" d=""M11.8 6L8 15.1h-.9L10.8 6h1z""></path></svg>",3,2024_25
</div>,3,2024_25
</button>,3,2024_25
"<input type=""hidden"" name=""type"" class=""js-site-search-type-field"">",3,2024_25
"<div class=""Overlay--hidden "" data-modal-dialog-overlay>",3,2024_25
"<modal-dialog data-action=""close:qbsearch-input#handleClose cancel:qbsearch-input#handleClose"" data-target=""qbsearch-input.searchSuggestionsDialog"" role=""dialog"" id=""search-suggestions-dialog"" aria-modal=""true"" aria-labelledby=""search-suggestions-dialog-header"" data-view-component=""true"" class=""Overlay Overlay--width-large Overlay--height-auto"">",3,2024_25
"<h1 id=""search-suggestions-dialog-header"" class=""sr-only"">Search code, repositories, users, issues, pull requests...</h1>",3,2024_25
"<div class=""Overlay-body Overlay-body--paddingNone"">",3,2024_25
"<div data-view-component=""true"">        <div class=""search-suggestions position-fixed width-full color-shadow-large border color-fg-default color-bg-default overflow-hidden d-flex flex-column query-builder-container""",3,2024_25
"style=""border-radius: 12px;""",3,2024_25
"data-target=""qbsearch-input.queryBuilderContainer""",3,2024_25
hidden,3,2024_25
>,3,2024_25
"<!-- '""` --><!-- </textarea></xmp> --></option></form><form id=""query-builder-test-form"" action="""" accept-charset=""UTF-8"" method=""get"">",3,2024_25
"<query-builder data-target=""qbsearch-input.queryBuilder"" id=""query-builder-query-builder-test"" data-filter-key="":"" data-view-component=""true"" class=""QueryBuilder search-query-builder"">",3,2024_25
"<div class=""FormControl FormControl--fullWidth"">",3,2024_25
"<label id=""query-builder-test-label"" for=""query-builder-test"" class=""FormControl-label sr-only"">",3,2024_25
Search,3,2024_25
</label>,3,2024_25
<div,3,2024_25
"class=""QueryBuilder-StyledInput width-fit """,3,2024_25
"data-target=""query-builder.styledInput""",3,2024_25
>,3,2024_25
"<span id=""query-builder-test-leadingvisual-wrap"" class=""FormControl-input-leadingVisualWrap QueryBuilder-leadingVisualWrap"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-search FormControl-input-leadingVisual"">",3,2024_25
"<path d=""M10.68 11.74a6 6 0 0 1-7.922-8.982 6 6 0 0 1 8.982 7.922l3.04 3.04a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215ZM11.5 7a4.499 4.499 0 1 0-8.997 0A4.499 4.499 0 0 0 11.5 7Z""></path>",3,2024_25
</svg>,3,2024_25
</span>,3,2024_25
"<div data-target=""query-builder.styledInputContainer"" class=""QueryBuilder-StyledInputContainer"">",3,2024_25
<div,3,2024_25
"aria-hidden=""true""",3,2024_25
"class=""QueryBuilder-StyledInputContent""",3,2024_25
"data-target=""query-builder.styledInputContent""",3,2024_25
></div>,3,2024_25
"<div class=""QueryBuilder-InputWrapper"">",3,2024_25
"<div aria-hidden=""true"" class=""QueryBuilder-Sizer"" data-target=""query-builder.sizer""></div>",3,2024_25
"<input id=""query-builder-test"" name=""query-builder-test"" value="""" autocomplete=""off"" type=""text"" role=""combobox"" spellcheck=""false"" aria-expanded=""false"" aria-describedby=""validation-7fb1d73c-71ca-47bb-bfcf-9558b1459634"" data-target=""query-builder.input"" data-action=""",3,2024_25
input:query-builder#inputChange,3,2024_25
blur:query-builder#inputBlur,3,2024_25
keydown:query-builder#inputKeydown,3,2024_25
focus:query-builder#inputFocus,3,2024_25
data-view-component=true class=FormControl-input QueryBuilder-Input FormControl-medium />,3,2024_25
</div>,3,2024_25
</div>,3,2024_25
"<span class=""sr-only"" id=""query-builder-test-clear"">Clear</span>",3,2024_25
"<button role=""button"" id=""query-builder-test-clear-button"" aria-labelledby=""query-builder-test-clear query-builder-test-label"" data-target=""query-builder.clearButton"" data-action=""",3,2024_25
click:query-builder#clear,3,2024_25
focus:query-builder#clearButtonFocus,3,2024_25
blur:query-builder#clearButtonBlur,3,2024_25
variant=small hidden=hidden type=button data-view-component=true class=Button Button--iconOnly Button--invisible Button--medium mr-1 px-2 py-0 d-flex flex-items-center rounded-1 color-fg-muted>  <svg aria-hidden=true height=16 viewBox=0 0 16 16 version=1.1 width=16 data-view-component=true class=octicon octicon-x-circle-fill Button-visual>,3,2024_25
"<path d=""M2.343 13.657A8 8 0 1 1 13.658 2.343 8 8 0 0 1 2.343 13.657ZM6.03 4.97a.751.751 0 0 0-1.042.018.751.751 0 0 0-.018 1.042L6.94 8 4.97 9.97a.749.749 0 0 0 .326 1.275.749.749 0 0 0 .734-.215L8 9.06l1.97 1.97a.749.749 0 0 0 1.275-.326.749.749 0 0 0-.215-.734L9.06 8l1.97-1.97a.749.749 0 0 0-.326-1.275.749.749 0 0 0-.734.215L8 6.94Z""></path>",3,2024_25
</svg>,3,2024_25
</button>,3,2024_25
</div>,3,2024_25
"<template id=""search-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-search"">",3,2024_25
"<path d=""M10.68 11.74a6 6 0 0 1-7.922-8.982 6 6 0 0 1 8.982 7.922l3.04 3.04a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215ZM11.5 7a4.499 4.499 0 1 0-8.997 0A4.499 4.499 0 0 0 11.5 7Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""code-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-code"">",3,2024_25
"<path d=""m11.28 3.22 4.25 4.25a.75.75 0 0 1 0 1.06l-4.25 4.25a.749.749 0 0 1-1.275-.326.749.749 0 0 1 .215-.734L13.94 8l-3.72-3.72a.749.749 0 0 1 .326-1.275.749.749 0 0 1 .734.215Zm-6.56 0a.751.751 0 0 1 1.042.018.751.751 0 0 1 .018 1.042L2.06 8l3.72 3.72a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215L.47 8.53a.75.75 0 0 1 0-1.06Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""file-code-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-file-code"">",3,2024_25
"<path d=""M4 1.75C4 .784 4.784 0 5.75 0h5.586c.464 0 .909.184 1.237.513l2.914 2.914c.329.328.513.773.513 1.237v8.586A1.75 1.75 0 0 1 14.25 15h-9a.75.75 0 0 1 0-1.5h9a.25.25 0 0 0 .25-.25V6h-2.75A1.75 1.75 0 0 1 10 4.25V1.5H5.75a.25.25 0 0 0-.25.25v2.5a.75.75 0 0 1-1.5 0Zm1.72 4.97a.75.75 0 0 1 1.06 0l2 2a.75.75 0 0 1 0 1.06l-2 2a.749.749 0 0 1-1.275-.326.749.749 0 0 1 .215-.734l1.47-1.47-1.47-1.47a.75.75 0 0 1 0-1.06ZM3.28 7.78 1.81 9.25l1.47 1.47a.751.751 0 0 1-.018 1.042.751.751 0 0 1-1.042.018l-2-2a.75.75 0 0 1 0-1.06l2-2a.751.751 0 0 1 1.042.018.751.751 0 0 1 .018 1.042Zm8.22-6.218V4.25c0 .138.112.25.25.25h2.688l-.011-.013-2.914-2.914-.013-.011Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""history-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-history"">",3,2024_25
"<path d=""m.427 1.927 1.215 1.215a8.002 8.002 0 1 1-1.6 5.685.75.75 0 1 1 1.493-.154 6.5 6.5 0 1 0 1.18-4.458l1.358 1.358A.25.25 0 0 1 3.896 6H.25A.25.25 0 0 1 0 5.75V2.104a.25.25 0 0 1 .427-.177ZM7.75 4a.75.75 0 0 1 .75.75v2.992l2.028.812a.75.75 0 0 1-.557 1.392l-2.5-1A.751.751 0 0 1 7 8.25v-3.5A.75.75 0 0 1 7.75 4Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""repo-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-repo"">",3,2024_25
"<path d=""M2 2.5A2.5 2.5 0 0 1 4.5 0h8.75a.75.75 0 0 1 .75.75v12.5a.75.75 0 0 1-.75.75h-2.5a.75.75 0 0 1 0-1.5h1.75v-2h-8a1 1 0 0 0-.714 1.7.75.75 0 1 1-1.072 1.05A2.495 2.495 0 0 1 2 11.5Zm10.5-1h-8a1 1 0 0 0-1 1v6.708A2.486 2.486 0 0 1 4.5 9h8ZM5 12.25a.25.25 0 0 1 .25-.25h3.5a.25.25 0 0 1 .25.25v3.25a.25.25 0 0 1-.4.2l-1.45-1.087a.249.249 0 0 0-.3 0L5.4 15.7a.25.25 0 0 1-.4-.2Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""bookmark-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-bookmark"">",3,2024_25
"<path d=""M3 2.75C3 1.784 3.784 1 4.75 1h6.5c.966 0 1.75.784 1.75 1.75v11.5a.75.75 0 0 1-1.227.579L8 11.722l-3.773 3.107A.751.751 0 0 1 3 14.25Zm1.75-.25a.25.25 0 0 0-.25.25v9.91l3.023-2.489a.75.75 0 0 1 .954 0l3.023 2.49V2.75a.25.25 0 0 0-.25-.25Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""plus-circle-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-plus-circle"">",3,2024_25
"<path d=""M8 0a8 8 0 1 1 0 16A8 8 0 0 1 8 0ZM1.5 8a6.5 6.5 0 1 0 13 0 6.5 6.5 0 0 0-13 0Zm7.25-3.25v2.5h2.5a.75.75 0 0 1 0 1.5h-2.5v2.5a.75.75 0 0 1-1.5 0v-2.5h-2.5a.75.75 0 0 1 0-1.5h2.5v-2.5a.75.75 0 0 1 1.5 0Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""circle-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-dot-fill"">",3,2024_25
"<path d=""M8 4a4 4 0 1 1 0 8 4 4 0 0 1 0-8Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""trash-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-trash"">",3,2024_25
"<path d=""M11 1.75V3h2.25a.75.75 0 0 1 0 1.5H2.75a.75.75 0 0 1 0-1.5H5V1.75C5 .784 5.784 0 6.75 0h2.5C10.216 0 11 .784 11 1.75ZM4.496 6.675l.66 6.6a.25.25 0 0 0 .249.225h5.19a.25.25 0 0 0 .249-.225l.66-6.6a.75.75 0 0 1 1.492.149l-.66 6.6A1.748 1.748 0 0 1 10.595 15h-5.19a1.75 1.75 0 0 1-1.741-1.575l-.66-6.6a.75.75 0 1 1 1.492-.15ZM6.5 1.75V3h3V1.75a.25.25 0 0 0-.25-.25h-2.5a.25.25 0 0 0-.25.25Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""team-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-people"">",3,2024_25
"<path d=""M2 5.5a3.5 3.5 0 1 1 5.898 2.549 5.508 5.508 0 0 1 3.034 4.084.75.75 0 1 1-1.482.235 4 4 0 0 0-7.9 0 .75.75 0 0 1-1.482-.236A5.507 5.507 0 0 1 3.102 8.05 3.493 3.493 0 0 1 2 5.5ZM11 4a3.001 3.001 0 0 1 2.22 5.018 5.01 5.01 0 0 1 2.56 3.012.749.749 0 0 1-.885.954.752.752 0 0 1-.549-.514 3.507 3.507 0 0 0-2.522-2.372.75.75 0 0 1-.574-.73v-.352a.75.75 0 0 1 .416-.672A1.5 1.5 0 0 0 11 5.5.75.75 0 0 1 11 4Zm-5.5-.5a2 2 0 1 0-.001 3.999A2 2 0 0 0 5.5 3.5Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""project-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-project"">",3,2024_25
"<path d=""M1.75 0h12.5C15.216 0 16 .784 16 1.75v12.5A1.75 1.75 0 0 1 14.25 16H1.75A1.75 1.75 0 0 1 0 14.25V1.75C0 .784.784 0 1.75 0ZM1.5 1.75v12.5c0 .138.112.25.25.25h12.5a.25.25 0 0 0 .25-.25V1.75a.25.25 0 0 0-.25-.25H1.75a.25.25 0 0 0-.25.25ZM11.75 3a.75.75 0 0 1 .75.75v7.5a.75.75 0 0 1-1.5 0v-7.5a.75.75 0 0 1 .75-.75Zm-8.25.75a.75.75 0 0 1 1.5 0v5.5a.75.75 0 0 1-1.5 0ZM8 3a.75.75 0 0 1 .75.75v3.5a.75.75 0 0 1-1.5 0v-3.5A.75.75 0 0 1 8 3Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""pencil-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-pencil"">",3,2024_25
"<path d=""M11.013 1.427a1.75 1.75 0 0 1 2.474 0l1.086 1.086a1.75 1.75 0 0 1 0 2.474l-8.61 8.61c-.21.21-.47.364-.756.445l-3.251.93a.75.75 0 0 1-.927-.928l.929-3.25c.081-.286.235-.547.445-.758l8.61-8.61Zm.176 4.823L9.75 4.81l-6.286 6.287a.253.253 0 0 0-.064.108l-.558 1.953 1.953-.558a.253.253 0 0 0 .108-.064Zm1.238-3.763a.25.25 0 0 0-.354 0L10.811 3.75l1.439 1.44 1.263-1.263a.25.25 0 0 0 0-.354Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""copilot-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-copilot"">",3,2024_25
"<path d=""M7.998 15.035c-4.562 0-7.873-2.914-7.998-3.749V9.338c.085-.628.677-1.686 1.588-2.065.013-.07.024-.143.036-.218.029-.183.06-.384.126-.612-.201-.508-.254-1.084-.254-1.656 0-.87.128-1.769.693-2.484.579-.733 1.494-1.124 2.724-1.261 1.206-.134 2.262.034 2.944.765.05.053.096.108.139.165.044-.057.094-.112.143-.165.682-.731 1.738-.899 2.944-.765 1.23.137 2.145.528 2.724 1.261.566.715.693 1.614.693 2.484 0 .572-.053 1.148-.254 1.656.066.228.098.429.126.612.012.076.024.148.037.218.924.385 1.522 1.471 1.591 2.095v1.872c0 .766-3.351 3.795-8.002 3.795Zm0-1.485c2.28 0 4.584-1.11 5.002-1.433V7.862l-.023-.116c-.49.21-1.075.291-1.727.291-1.146 0-2.059-.327-2.71-.991A3.222 3.222 0 0 1 8 6.303a3.24 3.24 0 0 1-.544.743c-.65.664-1.563.991-2.71.991-.652 0-1.236-.081-1.727-.291l-.023.116v4.255c.419.323 2.722 1.433 5.002 1.433ZM6.762 2.83c-.193-.206-.637-.413-1.682-.297-1.019.113-1.479.404-1.713.7-.247.312-.369.789-.369 1.554 0 .793.129 1.171.308 1.371.162.181.519.379 1.442.379.853 0 1.339-.235 1.638-.54.315-.322.527-.827.617-1.553.117-.935-.037-1.395-.241-1.614Zm4.155-.297c-1.044-.116-1.488.091-1.681.297-.204.219-.359.679-.242 1.614.091.726.303 1.231.618 1.553.299.305.784.54 1.638.54.922 0 1.28-.198 1.442-.379.179-.2.308-.578.308-1.371 0-.765-.123-1.242-.37-1.554-.233-.296-.693-.587-1.713-.7Z""></path><path d=""M6.25 9.037a.75.75 0 0 1 .75.75v1.501a.75.75 0 0 1-1.5 0V9.787a.75.75 0 0 1 .75-.75Zm4.25.75v1.501a.75.75 0 0 1-1.5 0V9.787a.75.75 0 0 1 1.5 0Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""copilot-error-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-copilot-error"">",3,2024_25
"<path d=""M16 11.24c0 .112-.072.274-.21.467L13 9.688V7.862l-.023-.116c-.49.21-1.075.291-1.727.291-.198 0-.388-.009-.571-.029L6.833 5.226a4.01 4.01 0 0 0 .17-.782c.117-.935-.037-1.395-.241-1.614-.193-.206-.637-.413-1.682-.297-.683.076-1.115.231-1.395.415l-1.257-.91c.579-.564 1.413-.877 2.485-.996 1.206-.134 2.262.034 2.944.765.05.053.096.108.139.165.044-.057.094-.112.143-.165.682-.731 1.738-.899 2.944-.765 1.23.137 2.145.528 2.724 1.261.566.715.693 1.614.693 2.484 0 .572-.053 1.148-.254 1.656.066.228.098.429.126.612.012.076.024.148.037.218.924.385 1.522 1.471 1.591 2.095Zm-5.083-8.707c-1.044-.116-1.488.091-1.681.297-.204.219-.359.679-.242 1.614.091.726.303 1.231.618 1.553.299.305.784.54 1.638.54.922 0 1.28-.198 1.442-.379.179-.2.308-.578.308-1.371 0-.765-.123-1.242-.37-1.554-.233-.296-.693-.587-1.713-.7Zm2.511 11.074c-1.393.776-3.272 1.428-5.43 1.428-4.562 0-7.873-2.914-7.998-3.749V9.338c.085-.628.677-1.686 1.588-2.065.013-.07.024-.143.036-.218.029-.183.06-.384.126-.612-.18-.455-.241-.963-.252-1.475L.31 4.107A.747.747 0 0 1 0 3.509V3.49a.748.748 0 0 1 .625-.73c.156-.026.306.047.435.139l14.667 10.578a.592.592 0 0 1 .227.264.752.752 0 0 1 .046.249v.022a.75.75 0 0 1-1.19.596Zm-1.367-.991L5.635 7.964a5.128 5.128 0 0 1-.889.073c-.652 0-1.236-.081-1.727-.291l-.023.116v4.255c.419.323 2.722 1.433 5.002 1.433 1.539 0 3.089-.505 4.063-.934Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""workflow-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-workflow"">",3,2024_25
"<path d=""M0 1.75C0 .784.784 0 1.75 0h3.5C6.216 0 7 .784 7 1.75v3.5A1.75 1.75 0 0 1 5.25 7H4v4a1 1 0 0 0 1 1h4v-1.25C9 9.784 9.784 9 10.75 9h3.5c.966 0 1.75.784 1.75 1.75v3.5A1.75 1.75 0 0 1 14.25 16h-3.5A1.75 1.75 0 0 1 9 14.25v-.75H5A2.5 2.5 0 0 1 2.5 11V7h-.75A1.75 1.75 0 0 1 0 5.25Zm1.75-.25a.25.25 0 0 0-.25.25v3.5c0 .138.112.25.25.25h3.5a.25.25 0 0 0 .25-.25v-3.5a.25.25 0 0 0-.25-.25Zm9 9a.25.25 0 0 0-.25.25v3.5c0 .138.112.25.25.25h3.5a.25.25 0 0 0 .25-.25v-3.5a.25.25 0 0 0-.25-.25Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""book-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-book"">",3,2024_25
"<path d=""M0 1.75A.75.75 0 0 1 .75 1h4.253c1.227 0 2.317.59 3 1.501A3.743 3.743 0 0 1 11.006 1h4.245a.75.75 0 0 1 .75.75v10.5a.75.75 0 0 1-.75.75h-4.507a2.25 2.25 0 0 0-1.591.659l-.622.621a.75.75 0 0 1-1.06 0l-.622-.621A2.25 2.25 0 0 0 5.258 13H.75a.75.75 0 0 1-.75-.75Zm7.251 10.324.004-5.073-.002-2.253A2.25 2.25 0 0 0 5.003 2.5H1.5v9h3.757a3.75 3.75 0 0 1 1.994.574ZM8.755 4.75l-.004 7.322a3.752 3.752 0 0 1 1.992-.572H14.5v-9h-3.495a2.25 2.25 0 0 0-2.25 2.25Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""code-review-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-code-review"">",3,2024_25
"<path d=""M1.75 1h12.5c.966 0 1.75.784 1.75 1.75v8.5A1.75 1.75 0 0 1 14.25 13H8.061l-2.574 2.573A1.458 1.458 0 0 1 3 14.543V13H1.75A1.75 1.75 0 0 1 0 11.25v-8.5C0 1.784.784 1 1.75 1ZM1.5 2.75v8.5c0 .138.112.25.25.25h2a.75.75 0 0 1 .75.75v2.19l2.72-2.72a.749.749 0 0 1 .53-.22h6.5a.25.25 0 0 0 .25-.25v-8.5a.25.25 0 0 0-.25-.25H1.75a.25.25 0 0 0-.25.25Zm5.28 1.72a.75.75 0 0 1 0 1.06L5.31 7l1.47 1.47a.751.751 0 0 1-.018 1.042.751.751 0 0 1-1.042.018l-2-2a.75.75 0 0 1 0-1.06l2-2a.75.75 0 0 1 1.06 0Zm2.44 0a.75.75 0 0 1 1.06 0l2 2a.75.75 0 0 1 0 1.06l-2 2a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042L10.69 7 9.22 5.53a.75.75 0 0 1 0-1.06Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""codespaces-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-codespaces"">",3,2024_25
"<path d=""M0 11.25c0-.966.784-1.75 1.75-1.75h12.5c.966 0 1.75.784 1.75 1.75v3A1.75 1.75 0 0 1 14.25 16H1.75A1.75 1.75 0 0 1 0 14.25Zm2-9.5C2 .784 2.784 0 3.75 0h8.5C13.216 0 14 .784 14 1.75v5a1.75 1.75 0 0 1-1.75 1.75h-8.5A1.75 1.75 0 0 1 2 6.75Zm1.75-.25a.25.25 0 0 0-.25.25v5c0 .138.112.25.25.25h8.5a.25.25 0 0 0 .25-.25v-5a.25.25 0 0 0-.25-.25Zm-2 9.5a.25.25 0 0 0-.25.25v3c0 .138.112.25.25.25h12.5a.25.25 0 0 0 .25-.25v-3a.25.25 0 0 0-.25-.25Z""></path><path d=""M7 12.75a.75.75 0 0 1 .75-.75h4.5a.75.75 0 0 1 0 1.5h-4.5a.75.75 0 0 1-.75-.75Zm-4 0a.75.75 0 0 1 .75-.75h.5a.75.75 0 0 1 0 1.5h-.5a.75.75 0 0 1-.75-.75Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""comment-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-comment"">",3,2024_25
"<path d=""M1 2.75C1 1.784 1.784 1 2.75 1h10.5c.966 0 1.75.784 1.75 1.75v7.5A1.75 1.75 0 0 1 13.25 12H9.06l-2.573 2.573A1.458 1.458 0 0 1 4 13.543V12H2.75A1.75 1.75 0 0 1 1 10.25Zm1.75-.25a.25.25 0 0 0-.25.25v7.5c0 .138.112.25.25.25h2a.75.75 0 0 1 .75.75v2.19l2.72-2.72a.749.749 0 0 1 .53-.22h4.5a.25.25 0 0 0 .25-.25v-7.5a.25.25 0 0 0-.25-.25Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""comment-discussion-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-comment-discussion"">",3,2024_25
